grad_clip,lr_schedule,n_epochs,n_h_layers,n_neurones,patience,valid_loss_Net_D_W,valid_loss_Net_D_W_es,valid_loss_Net_D_gc,valid_loss_Net_D_gc_es
1.0,0.0001,30,4,30,15,0.6793590784072876,0.6793590784072876,0.632445752620697,0.632445752620697
1.0,2e-05,30,4,30,15,4.37322473526001,4.37322473526001,0.9537187218666076,0.9537187218666076
1.0,5e-05,30,4,30,15,1.968671202659607,1.968671202659607,0.8359507322311401,0.8359507322311401
1.0,1e-06,30,4,30,15,5.119459629058838,5.119459629058838,0.99763423204422,0.99763423204422
1.0,1e-08,30,4,30,15,5.1511101722717285,5.1511101722717285,0.9994165897369384,0.9994165897369384
2.0,0.1,30,4,30,15,0.4980566203594208,0.4980566203594208,0.0509395748376846,0.0509395748376846
2.0,0.01,30,4,30,15,0.0440466664731502,0.0440466664731502,0.0313124619424343,0.0313124619424343
2.0,0.001,30,4,30,15,0.2862844169139862,0.2862844169139862,0.2175169736146927,0.2175169736146927
2.0,0.0001,30,4,30,15,0.6793590784072876,0.6793590784072876,0.6400050520896912,0.6400050520896912
2.0,2e-05,30,4,30,15,4.37322473526001,4.37322473526001,0.95549076795578,0.95549076795578
2.0,5e-05,30,4,30,15,1.968671202659607,1.968671202659607,0.8403404355049133,0.8403404355049133
2.0,1e-06,30,4,30,15,5.119459629058838,5.119459629058838,0.9976900219917296,0.9976900219917296
2.0,1e-08,30,4,30,15,5.1511101722717285,5.1511101722717285,0.9994173049926758,0.9994173049926758
4.0,0.1,30,4,30,15,0.4980566203594208,0.4980566203594208,0.06175547093153,0.06175547093153
4.0,0.01,30,4,30,15,0.0440466664731502,0.0440466664731502,0.0382929109036922,0.0382929109036922
4.0,0.001,30,4,30,15,0.2862844169139862,0.2862844169139862,0.2175169736146927,0.2175169736146927
4.0,0.0001,30,4,30,15,0.6793590784072876,0.6793590784072876,0.6400050520896912,0.6400050520896912
4.0,2e-05,30,4,30,15,4.37322473526001,4.37322473526001,0.95549076795578,0.95549076795578
4.0,5e-05,30,4,30,15,1.968671202659607,1.968671202659607,0.8403404355049133,0.8403404355049133
4.0,1e-06,30,4,30,15,5.119459629058838,5.119459629058838,0.9976900219917296,0.9976900219917296
4.0,1e-08,30,4,30,15,5.1511101722717285,5.1511101722717285,0.9994173049926758,0.9994173049926758
0.5,0.1,30,4,30,20,0.4980566203594208,0.4980566203594208,0.0612960271537303,0.0612960271537303
0.5,0.01,30,4,30,20,0.0440466664731502,0.0440466664731502,0.0475605614483356,0.0475605614483356
0.5,0.001,30,4,30,20,0.2862844169139862,0.2862844169139862,0.1952139288187027,0.1952139288187027
0.5,0.0001,30,4,30,20,0.6793590784072876,0.6793590784072876,0.5881875157356262,0.5881875157356262
0.5,2e-05,30,4,30,20,4.37322473526001,4.37322473526001,0.9478024244308472,0.9478024244308472
0.5,5e-05,30,4,30,20,1.968671202659607,1.968671202659607,0.8176721930503845,0.8176721930503845
0.5,1e-06,30,4,30,20,5.119459629058838,5.119459629058838,0.9974997639656068,0.9974997639656068
0.5,1e-08,30,4,30,20,5.1511101722717285,5.1511101722717285,0.9994146823883056,0.9994146823883056
1.0,0.1,30,4,30,20,0.4980566203594208,0.4980566203594208,0.0630872026085853,0.0630872026085853
1.0,0.01,30,4,30,20,0.0440466664731502,0.0440466664731502,0.0323148742318153,0.0323148742318153
1.0,0.001,30,4,30,20,0.2862844169139862,0.2862844169139862,0.2090761810541153,0.2090761810541153
1.0,0.0001,30,4,30,20,0.6793590784072876,0.6793590784072876,0.632445752620697,0.632445752620697
1.0,2e-05,30,4,30,20,4.37322473526001,4.37322473526001,0.9537187218666076,0.9537187218666076
1.0,5e-05,30,4,30,20,1.968671202659607,1.968671202659607,0.8359507322311401,0.8359507322311401
1.0,1e-06,30,4,30,20,5.119459629058838,5.119459629058838,0.99763423204422,0.99763423204422
1.0,1e-08,30,4,30,20,5.1511101722717285,5.1511101722717285,0.9994165897369384,0.9994165897369384
2.0,0.1,30,4,30,20,0.4980566203594208,0.4980566203594208,0.0509395748376846,0.0509395748376846
2.0,0.01,30,4,30,20,0.0440466664731502,0.0440466664731502,0.0313124619424343,0.0313124619424343
2.0,0.001,30,4,30,20,0.2862844169139862,0.2862844169139862,0.2175169736146927,0.2175169736146927
2.0,0.0001,30,4,30,20,0.6793590784072876,0.6793590784072876,0.6400050520896912,0.6400050520896912
2.0,2e-05,30,4,30,20,4.37322473526001,4.37322473526001,0.95549076795578,0.95549076795578
2.0,5e-05,30,4,30,20,1.968671202659607,1.968671202659607,0.8403404355049133,0.8403404355049133
2.0,1e-06,30,4,30,20,5.119459629058838,5.119459629058838,0.9976900219917296,0.9976900219917296
2.0,1e-08,30,4,30,20,5.1511101722717285,5.1511101722717285,0.9994173049926758,0.9994173049926758
4.0,0.1,30,4,30,20,0.4980566203594208,0.4980566203594208,0.06175547093153,0.06175547093153
4.0,0.01,30,4,30,20,0.0440466664731502,0.0440466664731502,0.0382929109036922,0.0382929109036922
4.0,0.001,30,4,30,20,0.2862844169139862,0.2862844169139862,0.2175169736146927,0.2175169736146927
4.0,0.0001,30,4,30,20,0.6793590784072876,0.6793590784072876,0.6400050520896912,0.6400050520896912
4.0,2e-05,30,4,30,20,4.37322473526001,4.37322473526001,0.95549076795578,0.95549076795578
4.0,5e-05,30,4,30,20,1.968671202659607,1.968671202659607,0.8403404355049133,0.8403404355049133
4.0,1e-06,30,4,30,20,5.119459629058838,5.119459629058838,0.9976900219917296,0.9976900219917296
4.0,1e-08,30,4,30,20,5.1511101722717285,5.1511101722717285,0.9994173049926758,0.9994173049926758
0.5,0.1,50,4,30,5,0.4120059609413147,0.4980566203594208,0.0444386936724185,0.1041348204016685
0.5,0.01,50,4,30,5,0.0272771511226892,0.0272771511226892,0.0305792335420846,0.0486627593636512
0.5,0.001,50,4,30,5,0.2014759331941604,0.2014759331941604,0.1450198292732238,0.1450198292732238
0.5,0.0001,50,4,30,5,0.4977883398532867,0.4977883398532867,0.3702882826328277,0.3702882826328277
0.5,2e-05,50,4,30,5,3.441443681716919,3.441443681716919,0.8884409070014954,0.8884409070014954
0.5,5e-05,50,4,30,5,0.8571890592575073,0.8571890592575073,0.6664596796035767,0.6664596796035767
0.5,1e-06,50,4,30,5,5.098124027252197,5.098124027252197,0.9962615966796876,0.9962615966796876
0.5,1e-08,50,4,30,5,5.150855541229248,5.150855541229248,0.9994004368782043,0.9994004368782043
1.0,0.1,50,4,30,5,0.4120059609413147,0.4980566203594208,0.0608184076845645,0.1382634788751602
1.0,0.01,50,4,30,5,0.0272771511226892,0.0272771511226892,0.0320978239178657,0.0323148742318153
1.0,0.001,50,4,30,5,0.2014759331941604,0.2014759331941604,0.1478087902069091,0.1478087902069091
1.0,0.0001,50,4,30,5,0.4977883398532867,0.4977883398532867,0.3902982175350189,0.3902982175350189
1.0,2e-05,50,4,30,5,3.441443681716919,3.441443681716919,0.9003896713256836,0.9003896713256836
1.0,5e-05,50,4,30,5,0.8571890592575073,0.8571890592575073,0.699880838394165,0.699880838394165
1.0,1e-06,50,4,30,5,5.098124027252197,5.098124027252197,0.9964849948883056,0.9964849948883056
1.0,1e-08,50,4,30,5,5.150855541229248,5.150855541229248,0.9994035363197328,0.9994035363197328
2.0,0.1,50,4,30,5,0.4120059609413147,0.4980566203594208,0.0509395748376846,0.0591342523694038
2.0,0.01,50,4,30,5,0.0272771511226892,0.0272771511226892,0.0286456122994422,0.0313124619424343
2.0,0.001,50,4,30,5,0.2014759331941604,0.2014759331941604,0.1502979695796966,0.1502979695796966
2.0,0.0001,50,4,30,5,0.4977883398532867,0.4977883398532867,0.3960062563419342,0.3960062563419342
2.0,2e-05,50,4,30,5,3.441443681716919,3.441443681716919,0.9036846160888672,0.9036846160888672
2.0,5e-05,50,4,30,5,0.8571890592575073,0.8571890592575073,0.7090638279914856,0.7090638279914856
2.0,1e-06,50,4,30,5,5.098124027252197,5.098124027252197,0.9965764284133912,0.9965764284133912
2.0,1e-08,50,4,30,5,5.150855541229248,5.150855541229248,0.999405026435852,0.999405026435852
4.0,0.1,50,4,30,5,0.4120059609413147,0.4980566203594208,0.0527466721832752,0.054731011390686
4.0,0.01,50,4,30,5,0.0272771511226892,0.0272771511226892,0.027701212093234,0.0370983444154262
4.0,0.001,50,4,30,5,0.2014759331941604,0.2014759331941604,0.1502979695796966,0.1502979695796966
4.0,0.0001,50,4,30,5,0.4977883398532867,0.4977883398532867,0.3960062563419342,0.3960062563419342
4.0,2e-05,50,4,30,5,3.441443681716919,3.441443681716919,0.9036846160888672,0.9036846160888672
4.0,5e-05,50,4,30,5,0.8571890592575073,0.8571890592575073,0.7090638279914856,0.7090638279914856
4.0,1e-06,50,4,30,5,5.098124027252197,5.098124027252197,0.9965764284133912,0.9965764284133912
4.0,1e-08,50,4,30,5,5.150855541229248,5.150855541229248,0.999405026435852,0.999405026435852
0.5,0.1,50,4,30,10,0.4120059609413147,0.4980566203594208,0.0444386936724185,0.0444386936724185
0.5,0.01,50,4,30,10,0.0272771511226892,0.0272771511226892,0.0305792335420846,0.0305792335420846
0.5,0.001,50,4,30,10,0.2014759331941604,0.2014759331941604,0.1450198292732238,0.1450198292732238
0.5,0.0001,50,4,30,10,0.4977883398532867,0.4977883398532867,0.3702882826328277,0.3702882826328277
0.5,2e-05,50,4,30,10,3.441443681716919,3.441443681716919,0.8884409070014954,0.8884409070014954
0.5,5e-05,50,4,30,10,0.8571890592575073,0.8571890592575073,0.6664596796035767,0.6664596796035767
0.5,1e-06,50,4,30,10,5.098124027252197,5.098124027252197,0.9962615966796876,0.9962615966796876
0.5,1e-08,50,4,30,10,5.150855541229248,5.150855541229248,0.9994004368782043,0.9994004368782043
1.0,0.1,50,4,30,10,0.4120059609413147,0.4980566203594208,0.0608184076845645,0.0630872026085853
1.0,0.01,50,4,30,10,0.0272771511226892,0.0272771511226892,0.0320978239178657,0.0323148742318153
1.0,0.001,50,4,30,10,0.2014759331941604,0.2014759331941604,0.1478087902069091,0.1478087902069091
1.0,0.0001,50,4,30,10,0.4977883398532867,0.4977883398532867,0.3902982175350189,0.3902982175350189
1.0,2e-05,50,4,30,10,3.441443681716919,3.441443681716919,0.9003896713256836,0.9003896713256836
1.0,5e-05,50,4,30,10,0.8571890592575073,0.8571890592575073,0.699880838394165,0.699880838394165
1.0,1e-06,50,4,30,10,5.098124027252197,5.098124027252197,0.9964849948883056,0.9964849948883056
1.0,1e-08,50,4,30,10,5.150855541229248,5.150855541229248,0.9994035363197328,0.9994035363197328
2.0,0.1,50,4,30,10,0.4120059609413147,0.4980566203594208,0.0509395748376846,0.0509395748376846
2.0,0.01,50,4,30,10,0.0272771511226892,0.0272771511226892,0.0286456122994422,0.0286456122994422
2.0,0.001,50,4,30,10,0.2014759331941604,0.2014759331941604,0.1502979695796966,0.1502979695796966
2.0,0.0001,50,4,30,10,0.4977883398532867,0.4977883398532867,0.3960062563419342,0.3960062563419342
2.0,2e-05,50,4,30,10,3.441443681716919,3.441443681716919,0.9036846160888672,0.9036846160888672
2.0,5e-05,50,4,30,10,0.8571890592575073,0.8571890592575073,0.7090638279914856,0.7090638279914856
2.0,1e-06,50,4,30,10,5.098124027252197,5.098124027252197,0.9965764284133912,0.9965764284133912
2.0,1e-08,50,4,30,10,5.150855541229248,5.150855541229248,0.999405026435852,0.999405026435852
4.0,0.1,50,4,30,10,0.4120059609413147,0.4980566203594208,0.0527466721832752,0.054731011390686
4.0,0.01,50,4,30,10,0.0272771511226892,0.0272771511226892,0.027701212093234,0.027701212093234
4.0,0.001,50,4,30,10,0.2014759331941604,0.2014759331941604,0.1502979695796966,0.1502979695796966
4.0,0.0001,50,4,30,10,0.4977883398532867,0.4977883398532867,0.3960062563419342,0.3960062563419342
4.0,2e-05,50,4,30,10,3.441443681716919,3.441443681716919,0.9036846160888672,0.9036846160888672
4.0,5e-05,50,4,30,10,0.8571890592575073,0.8571890592575073,0.7090638279914856,0.7090638279914856
4.0,1e-06,50,4,30,10,5.098124027252197,5.098124027252197,0.9965764284133912,0.9965764284133912
4.0,1e-08,50,4,30,10,5.150855541229248,5.150855541229248,0.999405026435852,0.999405026435852
0.5,0.1,50,4,30,15,0.4120059609413147,0.4980566203594208,0.0444386936724185,0.0444386936724185
0.5,0.01,50,4,30,15,0.0272771511226892,0.0272771511226892,0.0305792335420846,0.0305792335420846
0.5,0.001,50,4,30,15,0.2014759331941604,0.2014759331941604,0.1450198292732238,0.1450198292732238
0.5,0.0001,50,4,30,15,0.4977883398532867,0.4977883398532867,0.3702882826328277,0.3702882826328277
0.5,2e-05,50,4,30,15,3.441443681716919,3.441443681716919,0.8884409070014954,0.8884409070014954
0.5,5e-05,50,4,30,15,0.8571890592575073,0.8571890592575073,0.6664596796035767,0.6664596796035767
0.5,1e-06,50,4,30,15,5.098124027252197,5.098124027252197,0.9962615966796876,0.9962615966796876
0.5,1e-08,50,4,30,15,5.150855541229248,5.150855541229248,0.9994004368782043,0.9994004368782043
1.0,0.1,50,4,30,15,0.4120059609413147,0.4980566203594208,0.0608184076845645,0.0630872026085853
1.0,0.01,50,4,30,15,0.0272771511226892,0.0272771511226892,0.0320978239178657,0.0323148742318153
1.0,0.001,50,4,30,15,0.2014759331941604,0.2014759331941604,0.1478087902069091,0.1478087902069091
1.0,0.0001,50,4,30,15,0.4977883398532867,0.4977883398532867,0.3902982175350189,0.3902982175350189
1.0,2e-05,50,4,30,15,3.441443681716919,3.441443681716919,0.9003896713256836,0.9003896713256836
1.0,5e-05,50,4,30,15,0.8571890592575073,0.8571890592575073,0.699880838394165,0.699880838394165
1.0,1e-06,50,4,30,15,5.098124027252197,5.098124027252197,0.9964849948883056,0.9964849948883056
1.0,1e-08,50,4,30,15,5.150855541229248,5.150855541229248,0.9994035363197328,0.9994035363197328
2.0,0.1,50,4,30,15,0.4120059609413147,0.4980566203594208,0.0509395748376846,0.0509395748376846
2.0,0.01,50,4,30,15,0.0272771511226892,0.0272771511226892,0.0286456122994422,0.0286456122994422
2.0,0.001,50,4,30,15,0.2014759331941604,0.2014759331941604,0.1502979695796966,0.1502979695796966
2.0,0.0001,50,4,30,15,0.4977883398532867,0.4977883398532867,0.3960062563419342,0.3960062563419342
2.0,2e-05,50,4,30,15,3.441443681716919,3.441443681716919,0.9036846160888672,0.9036846160888672
2.0,5e-05,50,4,30,15,0.8571890592575073,0.8571890592575073,0.7090638279914856,0.7090638279914856
2.0,1e-06,50,4,30,15,5.098124027252197,5.098124027252197,0.9965764284133912,0.9965764284133912
2.0,1e-08,50,4,30,15,5.150855541229248,5.150855541229248,0.999405026435852,0.999405026435852
4.0,0.1,50,4,30,15,0.4120059609413147,0.4980566203594208,0.0527466721832752,0.0527466721832752
4.0,0.01,50,4,30,15,0.0272771511226892,0.0272771511226892,0.027701212093234,0.027701212093234
4.0,0.001,50,4,30,15,0.2014759331941604,0.2014759331941604,0.1502979695796966,0.1502979695796966
4.0,0.0001,50,4,30,15,0.4977883398532867,0.4977883398532867,0.3960062563419342,0.3960062563419342
4.0,2e-05,50,4,30,15,3.441443681716919,3.441443681716919,0.9036846160888672,0.9036846160888672
4.0,5e-05,50,4,30,15,0.8571890592575073,0.8571890592575073,0.7090638279914856,0.7090638279914856
4.0,1e-06,50,4,30,15,5.098124027252197,5.098124027252197,0.9965764284133912,0.9965764284133912
4.0,1e-08,50,4,30,15,5.150855541229248,5.150855541229248,0.999405026435852,0.999405026435852
0.5,0.1,50,4,30,20,0.4120059609413147,0.4980566203594208,0.0444386936724185,0.0444386936724185
0.5,0.01,50,4,30,20,0.0272771511226892,0.0272771511226892,0.0305792335420846,0.0305792335420846
0.5,0.001,50,4,30,20,0.2014759331941604,0.2014759331941604,0.1450198292732238,0.1450198292732238
0.5,0.0001,50,4,30,20,0.4977883398532867,0.4977883398532867,0.3702882826328277,0.3702882826328277
0.5,2e-05,50,4,30,20,3.441443681716919,3.441443681716919,0.8884409070014954,0.8884409070014954
0.5,5e-05,50,4,30,20,0.8571890592575073,0.8571890592575073,0.6664596796035767,0.6664596796035767
0.5,1e-06,50,4,30,20,5.098124027252197,5.098124027252197,0.9962615966796876,0.9962615966796876
0.5,1e-08,50,4,30,20,5.150855541229248,5.150855541229248,0.9994004368782043,0.9994004368782043
1.0,0.1,50,4,30,20,0.4120059609413147,0.4980566203594208,0.0608184076845645,0.0630872026085853
1.0,0.01,50,4,30,20,0.0272771511226892,0.0272771511226892,0.0320978239178657,0.0320978239178657
1.0,0.001,50,4,30,20,0.2014759331941604,0.2014759331941604,0.1478087902069091,0.1478087902069091
1.0,0.0001,50,4,30,20,0.4977883398532867,0.4977883398532867,0.3902982175350189,0.3902982175350189
1.0,2e-05,50,4,30,20,3.441443681716919,3.441443681716919,0.9003896713256836,0.9003896713256836
1.0,5e-05,50,4,30,20,0.8571890592575073,0.8571890592575073,0.699880838394165,0.699880838394165
1.0,1e-06,50,4,30,20,5.098124027252197,5.098124027252197,0.9964849948883056,0.9964849948883056
1.0,1e-08,50,4,30,20,5.150855541229248,5.150855541229248,0.9994035363197328,0.9994035363197328
2.0,0.1,50,4,30,20,0.4120059609413147,0.4980566203594208,0.0509395748376846,0.0509395748376846
2.0,0.01,50,4,30,20,0.0272771511226892,0.0272771511226892,0.0286456122994422,0.0286456122994422
2.0,0.001,50,4,30,20,0.2014759331941604,0.2014759331941604,0.1502979695796966,0.1502979695796966
2.0,0.0001,50,4,30,20,0.4977883398532867,0.4977883398532867,0.3960062563419342,0.3960062563419342
2.0,2e-05,50,4,30,20,3.441443681716919,3.441443681716919,0.9036846160888672,0.9036846160888672
2.0,5e-05,50,4,30,20,0.8571890592575073,0.8571890592575073,0.7090638279914856,0.7090638279914856
2.0,1e-06,50,4,30,20,5.098124027252197,5.098124027252197,0.9965764284133912,0.9965764284133912
2.0,1e-08,50,4,30,20,5.150855541229248,5.150855541229248,0.999405026435852,0.999405026435852
4.0,0.1,50,4,30,20,0.4120059609413147,0.4980566203594208,0.0527466721832752,0.0527466721832752
4.0,0.01,50,4,30,20,0.0272771511226892,0.0272771511226892,0.027701212093234,0.027701212093234
4.0,0.001,50,4,30,20,0.2014759331941604,0.2014759331941604,0.1502979695796966,0.1502979695796966
4.0,0.0001,50,4,30,20,0.4977883398532867,0.4977883398532867,0.3960062563419342,0.3960062563419342
4.0,2e-05,50,4,30,20,3.441443681716919,3.441443681716919,0.9036846160888672,0.9036846160888672
4.0,5e-05,50,4,30,20,0.8571890592575073,0.8571890592575073,0.7090638279914856,0.7090638279914856
4.0,1e-06,50,4,30,20,5.098124027252197,5.098124027252197,0.9965764284133912,0.9965764284133912
4.0,1e-08,50,4,30,20,5.150855541229248,5.150855541229248,0.999405026435852,0.999405026435852
0.5,0.1,100,4,30,5,0.0588592365384101,0.4980566203594208,0.0401012450456619,0.1041348204016685
0.5,0.01,100,4,30,5,0.0245698038488626,0.0272771511226892,0.0142420846968889,0.0486627593636512
0.5,0.001,100,4,30,5,0.1141981557011604,0.1141981557011604,0.0840122997760772,0.0840122997760772
0.5,0.0001,100,4,30,5,0.3840995728969574,0.3840995728969574,0.306774765253067,0.306774765253067
0.5,2e-05,100,4,30,5,1.318230390548706,1.318230390548706,0.7491359710693359,0.7491359710693359
0.5,5e-05,100,4,30,5,0.4987197518348694,0.4987197518348694,0.3724720478057861,0.3724720478057861
0.5,1e-06,100,4,30,5,5.044432163238525,5.044432163238525,0.9932221174240112,0.9932221174240112
0.5,1e-08,100,4,30,5,5.150219440460205,5.150219440460205,0.999364972114563,0.999364972114563
1.0,0.1,100,4,30,5,0.0588592365384101,0.4980566203594208,0.0333443842828273,0.1382634788751602
1.0,0.01,100,4,30,5,0.0245698038488626,0.0272771511226892,0.0163485221564769,0.0323148742318153
1.0,0.001,100,4,30,5,0.1141981557011604,0.1141981557011604,0.0835998430848121,0.0835998430848121
