grad_clip,lr_schedule,n_epochs,n_h_layers,n_neurones,patience,valid_loss_Net_D_W,valid_loss_Net_D_W_es,valid_loss_Net_D_gc,valid_loss_Net_D_gc_es
1.0,0.0001,50,4,100,20,0.374334305524826,0.374334305524826,0.3057462275028229,0.3057462275028229
1.0,2e-05,50,4,100,20,0.7018908858299255,0.7018908858299255,0.5902035236358643,0.5902035236358643
1.0,5e-05,50,4,100,20,0.4668281972408294,0.4668281972408294,0.3575799167156219,0.3575799167156219
1.0,1e-06,50,4,100,20,6.79091739654541,6.79091739654541,0.969715654850006,0.969715654850006
1.0,1e-08,50,4,100,20,7.015419960021973,7.015419960021973,0.9934515357017516,0.9934515357017516
2.0,0.1,50,4,100,20,0.424960047006607,0.424960047006607,1.000490665435791,1.000490665435791
2.0,0.01,50,4,100,20,0.026184557005763,0.026184557005763,0.0158725548535585,0.0158725548535585
2.0,0.001,50,4,100,20,0.1197121441364288,0.1197121441364288,0.0774856060743331,0.0774856060743331
2.0,0.0001,50,4,100,20,0.374334305524826,0.374334305524826,0.3195182383060455,0.3195182383060455
2.0,2e-05,50,4,100,20,0.7018908858299255,0.7018908858299255,0.6435096859931946,0.6435096859931946
2.0,5e-05,50,4,100,20,0.4668281972408294,0.4668281972408294,0.3705605566501617,0.3705605566501617
2.0,1e-06,50,4,100,20,6.79091739654541,6.79091739654541,0.971043050289154,0.971043050289154
2.0,1e-08,50,4,100,20,7.015419960021973,7.015419960021973,0.993463933467865,0.993463933467865
4.0,0.1,50,4,100,20,0.424960047006607,0.424960047006607,1.0005844831466677,1.0005844831466677
4.0,0.01,50,4,100,20,0.026184557005763,0.026184557005763,0.0131247332319617,0.0131247332319617
4.0,0.001,50,4,100,20,0.1197121441364288,0.1197121441364288,0.0775006338953971,0.0775006338953971
4.0,0.0001,50,4,100,20,0.374334305524826,0.374334305524826,0.3195177018642425,0.3195177018642425
4.0,2e-05,50,4,100,20,0.7018908858299255,0.7018908858299255,0.644352376461029,0.644352376461029
4.0,5e-05,50,4,100,20,0.4668281972408294,0.4668281972408294,0.3705924749374389,0.3705924749374389
4.0,1e-06,50,4,100,20,6.79091739654541,6.79091739654541,0.9713366031646729,0.9713366031646729
4.0,1e-08,50,4,100,20,7.015419960021973,7.015419960021973,0.9934671521186828,0.9934671521186828
0.5,0.1,100,4,100,5,0.3032149970531463,0.3032149970531463,0.0799252688884735,0.2830037474632263
0.5,0.01,100,4,100,5,0.0150233125314116,0.0337660573422908,0.011466939933598,0.0435351319611072
0.5,0.001,100,4,100,5,0.0670656785368919,0.0670656785368919,0.0371366590261459,0.0451385863125324
0.5,0.0001,100,4,100,5,0.3168834149837494,0.3168834149837494,0.2010329663753509,0.2010329663753509
0.5,2e-05,100,4,100,5,0.5131727457046509,0.5131727457046509,0.3672479391098022,0.3672479391098022
0.5,5e-05,100,4,100,5,0.3686720430850982,0.3686720430850982,0.2811033427715301,0.2811033427715301
0.5,1e-06,100,4,100,5,6.53229284286499,6.53229284286499,0.9447830319404602,0.9447830319404602
0.5,1e-08,100,4,100,5,7.013227939605713,7.013227939605713,0.993200182914734,0.993200182914734
1.0,0.1,100,4,100,5,0.3032149970531463,0.3032149970531463,1.0004979372024536,1.0004979372024536
1.0,0.01,100,4,100,5,0.0150233125314116,0.0337660573422908,0.0105708837509155,0.0299806669354438
1.0,0.001,100,4,100,5,0.0670656785368919,0.0670656785368919,0.0342249982059001,0.0725584775209426
1.0,0.0001,100,4,100,5,0.3168834149837494,0.3168834149837494,0.2148497551679611,0.2148497551679611
1.0,2e-05,100,4,100,5,0.5131727457046509,0.5131727457046509,0.3775245249271393,0.3775245249271393
1.0,5e-05,100,4,100,5,0.3686720430850982,0.3686720430850982,0.2993784248828888,0.2993784248828888
1.0,1e-06,100,4,100,5,6.53229284286499,6.53229284286499,0.9463136792182922,0.9463136792182922
0.5,0.1,100,4,100,5,0.3032149970531463,0.3032149970531463,0.0799252688884735,0.2830037474632263
0.5,0.01,100,4,100,5,0.0150233125314116,0.0337660573422908,0.011466939933598,0.0435351319611072
0.5,0.001,100,4,100,5,0.0670656785368919,0.0670656785368919,0.0371366590261459,0.0451385863125324
0.5,0.0001,100,4,100,5,0.3168834149837494,0.3168834149837494,0.2010329663753509,0.2010329663753509
0.5,2e-05,100,4,100,5,0.5131727457046509,0.5131727457046509,0.3672479391098022,0.3672479391098022
0.5,5e-05,100,4,100,5,0.3686720430850982,0.3686720430850982,0.2811033427715301,0.2811033427715301
0.5,1e-06,100,4,100,5,6.53229284286499,6.53229284286499,0.9447830319404602,0.9447830319404602
0.5,1e-08,100,4,100,5,7.013227939605713,7.013227939605713,0.993200182914734,0.993200182914734
1.0,0.1,100,4,100,5,0.3032149970531463,0.3032149970531463,1.0004979372024536,1.0004979372024536
1.0,0.01,100,4,100,5,0.0150233125314116,0.0337660573422908,0.0105708837509155,0.0299806669354438
1.0,0.001,100,4,100,5,0.0670656785368919,0.0670656785368919,0.0342249982059001,0.0725584775209426
1.0,0.0001,100,4,100,5,0.3168834149837494,0.3168834149837494,0.2148497551679611,0.2148497551679611
1.0,2e-05,100,4,100,5,0.5131727457046509,0.5131727457046509,0.3775245249271393,0.3775245249271393
1.0,5e-05,100,4,100,5,0.3686720430850982,0.3686720430850982,0.2993784248828888,0.2993784248828888
1.0,1e-06,100,4,100,5,6.53229284286499,6.53229284286499,0.9463136792182922,0.9463136792182922
1.0,1e-08,100,4,100,5,7.013227939605713,7.013227939605713,0.9932100772857666,0.9932100772857666
2.0,0.1,100,4,100,5,0.3032149970531463,0.3032149970531463,1.000490665435791,1.000490665435791
2.0,0.01,100,4,100,5,0.0150233125314116,0.0337660573422908,0.0108818104490637,0.0347790606319904
2.0,0.001,100,4,100,5,0.0670656785368919,0.0670656785368919,0.0353335365653038,0.0353335365653038
2.0,0.0001,100,4,100,5,0.3168834149837494,0.3168834149837494,0.2417977452278137,0.2417977452278137
2.0,2e-05,100,4,100,5,0.5131727457046509,0.5131727457046509,0.3925003409385681,0.3925003409385681
2.0,5e-05,100,4,100,5,0.3686720430850982,0.3686720430850982,0.3155242502689361,0.3155242502689361
2.0,1e-06,100,4,100,5,6.53229284286499,6.53229284286499,0.949396550655365,0.949396550655365
2.0,1e-08,100,4,100,5,7.013227939605713,7.013227939605713,0.993235170841217,0.993235170841217
4.0,0.1,100,4,100,5,0.3032149970531463,0.3032149970531463,1.0005844831466677,1.0005844831466677
4.0,0.01,100,4,100,5,0.0150233125314116,0.0337660573422908,0.0110408123582601,0.0220045838505029
4.0,0.001,100,4,100,5,0.0670656785368919,0.0670656785368919,0.0335105285048484,0.0335105285048484
4.0,0.0001,100,4,100,5,0.3168834149837494,0.3168834149837494,0.2417895495891571,0.2417895495891571
4.0,2e-05,100,4,100,5,0.5131727457046509,0.5131727457046509,0.3926095068454742,0.3926095068454742
4.0,5e-05,100,4,100,5,0.3686720430850982,0.3686720430850982,0.3155317604541778,0.3155317604541778
4.0,1e-06,100,4,100,5,6.53229284286499,6.53229284286499,0.9498966336250304,0.9498966336250304
4.0,1e-08,100,4,100,5,7.013227939605713,7.013227939605713,0.993241846561432,0.993241846561432
0.5,0.1,100,4,100,10,0.3032149970531463,0.3032149970531463,0.0799252688884735,0.1304792314767837
0.5,0.01,100,4,100,10,0.0150233125314116,0.0224922467023134,0.011466939933598,0.0137281902134418
0.5,0.001,100,4,100,10,0.0670656785368919,0.0670656785368919,0.0371366590261459,0.0371366590261459
0.5,0.0001,100,4,100,10,0.3168834149837494,0.3168834149837494,0.2010329663753509,0.2010329663753509
0.5,2e-05,100,4,100,10,0.5131727457046509,0.5131727457046509,0.3672479391098022,0.3672479391098022
0.5,5e-05,100,4,100,10,0.3686720430850982,0.3686720430850982,0.2811033427715301,0.2811033427715301
0.5,1e-06,100,4,100,10,6.53229284286499,6.53229284286499,0.9447830319404602,0.9447830319404602
0.5,1e-08,100,4,100,10,7.013227939605713,7.013227939605713,0.993200182914734,0.993200182914734
1.0,0.1,100,4,100,10,0.3032149970531463,0.3032149970531463,1.0004979372024536,1.0004979372024536
1.0,0.01,100,4,100,10,0.0150233125314116,0.0224922467023134,0.0105708837509155,0.0162186678498983
1.0,0.001,100,4,100,10,0.0670656785368919,0.0670656785368919,0.0342249982059001,0.0342249982059001
1.0,0.0001,100,4,100,10,0.3168834149837494,0.3168834149837494,0.2148497551679611,0.2148497551679611
1.0,2e-05,100,4,100,10,0.5131727457046509,0.5131727457046509,0.3775245249271393,0.3775245249271393
1.0,5e-05,100,4,100,10,0.3686720430850982,0.3686720430850982,0.2993784248828888,0.2993784248828888
1.0,1e-06,100,4,100,10,6.53229284286499,6.53229284286499,0.9463136792182922,0.9463136792182922
1.0,1e-08,100,4,100,10,7.013227939605713,7.013227939605713,0.9932100772857666,0.9932100772857666
2.0,0.1,100,4,100,10,0.3032149970531463,0.3032149970531463,1.000490665435791,1.000490665435791
2.0,0.01,100,4,100,10,0.0150233125314116,0.0224922467023134,0.0108818104490637,0.0170400813221931
2.0,0.001,100,4,100,10,0.0670656785368919,0.0670656785368919,0.0353335365653038,0.0353335365653038
2.0,0.0001,100,4,100,10,0.3168834149837494,0.3168834149837494,0.2417977452278137,0.2417977452278137
2.0,2e-05,100,4,100,10,0.5131727457046509,0.5131727457046509,0.3925003409385681,0.3925003409385681
2.0,5e-05,100,4,100,10,0.3686720430850982,0.3686720430850982,0.3155242502689361,0.3155242502689361
2.0,1e-06,100,4,100,10,6.53229284286499,6.53229284286499,0.949396550655365,0.949396550655365
2.0,1e-08,100,4,100,10,7.013227939605713,7.013227939605713,0.993235170841217,0.993235170841217
4.0,0.1,100,4,100,10,0.3032149970531463,0.3032149970531463,1.0005844831466677,1.0005844831466677
4.0,0.01,100,4,100,10,0.0150233125314116,0.0224922467023134,0.0110408123582601,0.0131247332319617
4.0,0.001,100,4,100,10,0.0670656785368919,0.0670656785368919,0.0335105285048484,0.0335105285048484
4.0,0.0001,100,4,100,10,0.3168834149837494,0.3168834149837494,0.2417895495891571,0.2417895495891571
4.0,2e-05,100,4,100,10,0.5131727457046509,0.5131727457046509,0.3926095068454742,0.3926095068454742
4.0,5e-05,100,4,100,10,0.3686720430850982,0.3686720430850982,0.3155317604541778,0.3155317604541778
4.0,1e-06,100,4,100,10,6.53229284286499,6.53229284286499,0.9498966336250304,0.9498966336250304
4.0,1e-08,100,4,100,10,7.013227939605713,7.013227939605713,0.993241846561432,0.993241846561432
0.5,0.1,100,4,100,15,0.3032149970531463,0.3032149970531463,0.0799252688884735,0.1304792314767837
0.5,0.01,100,4,100,15,0.0150233125314116,0.0224922467023134,0.011466939933598,0.011466939933598
0.5,0.001,100,4,100,15,0.0670656785368919,0.0670656785368919,0.0371366590261459,0.0371366590261459
0.5,0.0001,100,4,100,15,0.3168834149837494,0.3168834149837494,0.2010329663753509,0.2010329663753509
0.5,2e-05,100,4,100,15,0.5131727457046509,0.5131727457046509,0.3672479391098022,0.3672479391098022
0.5,5e-05,100,4,100,15,0.3686720430850982,0.3686720430850982,0.2811033427715301,0.2811033427715301
0.5,1e-06,100,4,100,15,6.53229284286499,6.53229284286499,0.9447830319404602,0.9447830319404602
0.5,1e-08,100,4,100,15,7.013227939605713,7.013227939605713,0.993200182914734,0.993200182914734
1.0,0.1,100,4,100,15,0.3032149970531463,0.3032149970531463,1.0004979372024536,1.0004979372024536
1.0,0.01,100,4,100,15,0.0150233125314116,0.0224922467023134,0.0105708837509155,0.0162186678498983
1.0,0.001,100,4,100,15,0.0670656785368919,0.0670656785368919,0.0342249982059001,0.0342249982059001
1.0,0.0001,100,4,100,15,0.3168834149837494,0.3168834149837494,0.2148497551679611,0.2148497551679611
1.0,2e-05,100,4,100,15,0.5131727457046509,0.5131727457046509,0.3775245249271393,0.3775245249271393
1.0,5e-05,100,4,100,15,0.3686720430850982,0.3686720430850982,0.2993784248828888,0.2993784248828888
1.0,1e-06,100,4,100,15,6.53229284286499,6.53229284286499,0.9463136792182922,0.9463136792182922
1.0,1e-08,100,4,100,15,7.013227939605713,7.013227939605713,0.9932100772857666,0.9932100772857666
2.0,0.1,100,4,100,15,0.3032149970531463,0.3032149970531463,1.000490665435791,1.000490665435791
2.0,0.01,100,4,100,15,0.0150233125314116,0.0224922467023134,0.0108818104490637,0.0158725548535585
2.0,0.001,100,4,100,15,0.0670656785368919,0.0670656785368919,0.0353335365653038,0.0353335365653038
2.0,0.0001,100,4,100,15,0.3168834149837494,0.3168834149837494,0.2417977452278137,0.2417977452278137
2.0,2e-05,100,4,100,15,0.5131727457046509,0.5131727457046509,0.3925003409385681,0.3925003409385681
2.0,5e-05,100,4,100,15,0.3686720430850982,0.3686720430850982,0.3155242502689361,0.3155242502689361
2.0,1e-06,100,4,100,15,6.53229284286499,6.53229284286499,0.949396550655365,0.949396550655365
2.0,1e-08,100,4,100,15,7.013227939605713,7.013227939605713,0.993235170841217,0.993235170841217
4.0,0.1,100,4,100,15,0.3032149970531463,0.3032149970531463,1.0005844831466677,1.0005844831466677
4.0,0.01,100,4,100,15,0.0150233125314116,0.0224922467023134,0.0110408123582601,0.0131247332319617
4.0,0.001,100,4,100,15,0.0670656785368919,0.0670656785368919,0.0335105285048484,0.0335105285048484
4.0,0.0001,100,4,100,15,0.3168834149837494,0.3168834149837494,0.2417895495891571,0.2417895495891571
4.0,2e-05,100,4,100,15,0.5131727457046509,0.5131727457046509,0.3926095068454742,0.3926095068454742
4.0,5e-05,100,4,100,15,0.3686720430850982,0.3686720430850982,0.3155317604541778,0.3155317604541778
4.0,1e-06,100,4,100,15,6.53229284286499,6.53229284286499,0.9498966336250304,0.9498966336250304
4.0,1e-08,100,4,100,15,7.013227939605713,7.013227939605713,0.993241846561432,0.993241846561432
0.5,0.1,100,4,100,20,0.3032149970531463,0.3032149970531463,0.0799252688884735,0.0799252688884735
0.5,0.01,100,4,100,20,0.0150233125314116,0.0224922467023134,0.011466939933598,0.011466939933598
0.5,0.001,100,4,100,20,0.0670656785368919,0.0670656785368919,0.0371366590261459,0.0371366590261459
0.5,0.0001,100,4,100,20,0.3168834149837494,0.3168834149837494,0.2010329663753509,0.2010329663753509
0.5,2e-05,100,4,100,20,0.5131727457046509,0.5131727457046509,0.3672479391098022,0.3672479391098022
0.5,5e-05,100,4,100,20,0.3686720430850982,0.3686720430850982,0.2811033427715301,0.2811033427715301
0.5,1e-06,100,4,100,20,6.53229284286499,6.53229284286499,0.9447830319404602,0.9447830319404602
0.5,1e-08,100,4,100,20,7.013227939605713,7.013227939605713,0.993200182914734,0.993200182914734
1.0,0.1,100,4,100,20,0.3032149970531463,0.3032149970531463,1.0004979372024536,1.0004979372024536
1.0,0.01,100,4,100,20,0.0150233125314116,0.0224922467023134,0.0105708837509155,0.0133413840085268
1.0,0.001,100,4,100,20,0.0670656785368919,0.0670656785368919,0.0342249982059001,0.0342249982059001
1.0,0.0001,100,4,100,20,0.3168834149837494,0.3168834149837494,0.2148497551679611,0.2148497551679611
1.0,2e-05,100,4,100,20,0.5131727457046509,0.5131727457046509,0.3775245249271393,0.3775245249271393
1.0,5e-05,100,4,100,20,0.3686720430850982,0.3686720430850982,0.2993784248828888,0.2993784248828888
1.0,1e-06,100,4,100,20,6.53229284286499,6.53229284286499,0.9463136792182922,0.9463136792182922
1.0,1e-08,100,4,100,20,7.013227939605713,7.013227939605713,0.9932100772857666,0.9932100772857666
2.0,0.1,100,4,100,20,0.3032149970531463,0.3032149970531463,1.000490665435791,1.000490665435791
2.0,0.01,100,4,100,20,0.0150233125314116,0.0224922467023134,0.0108818104490637,0.0131218899041414
2.0,0.001,100,4,100,20,0.0670656785368919,0.0670656785368919,0.0353335365653038,0.0353335365653038
2.0,0.0001,100,4,100,20,0.3168834149837494,0.3168834149837494,0.2417977452278137,0.2417977452278137
2.0,2e-05,100,4,100,20,0.5131727457046509,0.5131727457046509,0.3925003409385681,0.3925003409385681
2.0,5e-05,100,4,100,20,0.3686720430850982,0.3686720430850982,0.3155242502689361,0.3155242502689361
2.0,1e-06,100,4,100,20,6.53229284286499,6.53229284286499,0.949396550655365,0.949396550655365
2.0,1e-08,100,4,100,20,7.013227939605713,7.013227939605713,0.993235170841217,0.993235170841217
4.0,0.1,100,4,100,20,0.3032149970531463,0.3032149970531463,1.0005844831466677,1.0005844831466677
4.0,0.01,100,4,100,20,0.0150233125314116,0.0224922467023134,0.0110408123582601,0.0131247332319617
4.0,0.001,100,4,100,20,0.0670656785368919,0.0670656785368919,0.0335105285048484,0.0335105285048484
4.0,0.0001,100,4,100,20,0.3168834149837494,0.3168834149837494,0.2417895495891571,0.2417895495891571
4.0,2e-05,100,4,100,20,0.5131727457046509,0.5131727457046509,0.3926095068454742,0.3926095068454742
4.0,5e-05,100,4,100,20,0.3686720430850982,0.3686720430850982,0.3155317604541778,0.3155317604541778
4.0,1e-06,100,4,100,20,6.53229284286499,6.53229284286499,0.9498966336250304,0.9498966336250304
4.0,1e-08,100,4,100,20,7.013227939605713,7.013227939605713,0.993241846561432,0.993241846561432
0.5,0.1,30,6,30,5,0.1545386463403701,0.1683691591024398,0.0647820755839347,0.0965898633003234
0.5,0.01,30,6,30,5,0.0476030707359313,0.0476030707359313,0.0386050306260585,0.0386050306260585
0.5,0.001,30,6,30,5,0.266998827457428,0.266998827457428,0.1806067079305648,0.1806067079305648
0.5,0.0001,30,6,30,5,0.8570719361305237,0.8570719361305237,0.58480304479599,0.58480304479599
0.5,2e-05,30,6,30,5,3.62457537651062,3.62457537651062,0.987420618534088,0.987420618534088
0.5,5e-05,30,6,30,5,1.3549820184707642,1.3549820184707642,0.8382614254951477,0.8382614254951477
0.5,1e-06,30,6,30,5,4.0930352210998535,4.0930352210998535,1.0001875162124634,1.0001875162124634
0.5,1e-08,30,6,30,5,4.114843368530273,4.114843368530273,1.0005662441253662,1.0005662441253662
1.0,0.1,30,6,30,5,0.1545386463403701,0.1683691591024398,0.0571700744330883,0.0812505334615707
1.0,0.01,30,6,30,5,0.0476030707359313,0.0476030707359313,0.0307388342916965,0.0404250286519527
1.0,0.001,30,6,30,5,0.266998827457428,0.266998827457428,0.1883759945631027,0.1883759945631027
1.0,0.0001,30,6,30,5,0.8570719361305237,0.8570719361305237,0.6429648995399475,0.6429648995399475
1.0,2e-05,30,6,30,5,3.62457537651062,3.62457537651062,0.9912751317024232,0.9912751317024232
1.0,5e-05,30,6,30,5,1.3549820184707642,1.3549820184707642,0.862640917301178,0.862640917301178
1.0,1e-06,30,6,30,5,4.0930352210998535,4.0930352210998535,1.0003315210342407,1.0003315210342407
1.0,1e-08,30,6,30,5,4.114843368530273,4.114843368530273,1.00056791305542,1.00056791305542
2.0,0.1,30,6,30,5,0.1545386463403701,0.1683691591024398,0.999657928943634,1.0004907846450806
2.0,0.01,30,6,30,5,0.0476030707359313,0.0476030707359313,0.0328249111771583,0.0328249111771583
2.0,0.001,30,6,30,5,0.266998827457428,0.266998827457428,0.1940785944461822,0.1940785944461822
2.0,0.0001,30,6,30,5,0.8570719361305237,0.8570719361305237,0.6499670147895813,0.6499670147895813
2.0,2e-05,30,6,30,5,3.62457537651062,3.62457537651062,0.991786241531372,0.991786241531372
2.0,5e-05,30,6,30,5,1.3549820184707642,1.3549820184707642,0.8670505881309509,0.8670505881309509
2.0,1e-06,30,6,30,5,4.0930352210998535,4.0930352210998535,1.0003474950790403,1.0003474950790403
2.0,1e-08,30,6,30,5,4.114843368530273,4.114843368530273,1.0005680322647097,1.0005680322647097
4.0,0.1,30,6,30,5,0.1545386463403701,0.1683691591024398,0.9998520612716676,1.000504732131958
4.0,0.01,30,6,30,5,0.0476030707359313,0.0476030707359313,0.0328249111771583,0.0328249111771583
4.0,0.001,30,6,30,5,0.266998827457428,0.266998827457428,0.1940785944461822,0.1940785944461822
4.0,0.0001,30,6,30,5,0.8570719361305237,0.8570719361305237,0.6499670147895813,0.6499670147895813
4.0,2e-05,30,6,30,5,3.62457537651062,3.62457537651062,0.991786241531372,0.991786241531372
4.0,5e-05,30,6,30,5,1.3549820184707642,1.3549820184707642,0.8670505881309509,0.8670505881309509
4.0,1e-06,30,6,30,5,4.0930352210998535,4.0930352210998535,1.0003474950790403,1.0003474950790403
4.0,1e-08,30,6,30,5,4.114843368530273,4.114843368530273,1.0005680322647097,1.0005680322647097
0.5,0.1,30,6,30,10,0.1545386463403701,0.1545386463403701,0.0647820755839347,0.0647820755839347
0.5,0.01,30,6,30,10,0.0476030707359313,0.0476030707359313,0.0386050306260585,0.0386050306260585
0.5,0.001,30,6,30,10,0.266998827457428,0.266998827457428,0.1806067079305648,0.1806067079305648
0.5,0.0001,30,6,30,10,0.8570719361305237,0.8570719361305237,0.58480304479599,0.58480304479599
0.5,2e-05,30,6,30,10,3.62457537651062,3.62457537651062,0.987420618534088,0.987420618534088
0.5,5e-05,30,6,30,10,1.3549820184707642,1.3549820184707642,0.8382614254951477,0.8382614254951477
0.5,1e-06,30,6,30,10,4.0930352210998535,4.0930352210998535,1.0001875162124634,1.0001875162124634
0.5,1e-08,30,6,30,10,4.114843368530273,4.114843368530273,1.0005662441253662,1.0005662441253662
1.0,0.1,30,6,30,10,0.1545386463403701,0.1545386463403701,0.0571700744330883,0.0571700744330883
1.0,0.01,30,6,30,10,0.0476030707359313,0.0476030707359313,0.0307388342916965,0.0307388342916965
1.0,0.001,30,6,30,10,0.266998827457428,0.266998827457428,0.1883759945631027,0.1883759945631027
1.0,0.0001,30,6,30,10,0.8570719361305237,0.8570719361305237,0.6429648995399475,0.6429648995399475
1.0,2e-05,30,6,30,10,3.62457537651062,3.62457537651062,0.9912751317024232,0.9912751317024232
1.0,5e-05,30,6,30,10,1.3549820184707642,1.3549820184707642,0.862640917301178,0.862640917301178
1.0,1e-06,30,6,30,10,4.0930352210998535,4.0930352210998535,1.0003315210342407,1.0003315210342407
1.0,1e-08,30,6,30,10,4.114843368530273,4.114843368530273,1.00056791305542,1.00056791305542
2.0,0.1,30,6,30,10,0.1545386463403701,0.1545386463403701,0.999657928943634,1.0004907846450806
2.0,0.01,30,6,30,10,0.0476030707359313,0.0476030707359313,0.0328249111771583,0.0328249111771583
2.0,0.001,30,6,30,10,0.266998827457428,0.266998827457428,0.1940785944461822,0.1940785944461822
2.0,0.0001,30,6,30,10,0.8570719361305237,0.8570719361305237,0.6499670147895813,0.6499670147895813
2.0,2e-05,30,6,30,10,3.62457537651062,3.62457537651062,0.991786241531372,0.991786241531372
2.0,5e-05,30,6,30,10,1.3549820184707642,1.3549820184707642,0.8670505881309509,0.8670505881309509
2.0,1e-06,30,6,30,10,4.0930352210998535,4.0930352210998535,1.0003474950790403,1.0003474950790403
2.0,1e-08,30,6,30,10,4.114843368530273,4.114843368530273,1.0005680322647097,1.0005680322647097
4.0,0.1,30,6,30,10,0.1545386463403701,0.1545386463403701,0.9998520612716676,1.000504732131958
4.0,0.01,30,6,30,10,0.0476030707359313,0.0476030707359313,0.0328249111771583,0.0328249111771583
4.0,0.001,30,6,30,10,0.266998827457428,0.266998827457428,0.1940785944461822,0.1940785944461822
4.0,0.0001,30,6,30,10,0.8570719361305237,0.8570719361305237,0.6499670147895813,0.6499670147895813
4.0,2e-05,30,6,30,10,3.62457537651062,3.62457537651062,0.991786241531372,0.991786241531372
4.0,5e-05,30,6,30,10,1.3549820184707642,1.3549820184707642,0.8670505881309509,0.8670505881309509
4.0,1e-06,30,6,30,10,4.0930352210998535,4.0930352210998535,1.0003474950790403,1.0003474950790403
4.0,1e-08,30,6,30,10,4.114843368530273,4.114843368530273,1.0005680322647097,1.0005680322647097
0.5,0.1,30,6,30,15,0.1545386463403701,0.1545386463403701,0.0647820755839347,0.0647820755839347
0.5,0.01,30,6,30,15,0.0476030707359313,0.0476030707359313,0.0386050306260585,0.0386050306260585
0.5,0.001,30,6,30,15,0.266998827457428,0.266998827457428,0.1806067079305648,0.1806067079305648
0.5,0.0001,30,6,30,15,0.8570719361305237,0.8570719361305237,0.58480304479599,0.58480304479599
0.5,2e-05,30,6,30,15,3.62457537651062,3.62457537651062,0.987420618534088,0.987420618534088
0.5,5e-05,30,6,30,15,1.3549820184707642,1.3549820184707642,0.8382614254951477,0.8382614254951477
0.5,1e-06,30,6,30,15,4.0930352210998535,4.0930352210998535,1.0001875162124634,1.0001875162124634
0.5,1e-08,30,6,30,15,4.114843368530273,4.114843368530273,1.0005662441253662,1.0005662441253662
1.0,0.1,30,6,30,15,0.1545386463403701,0.1545386463403701,0.0571700744330883,0.0571700744330883
1.0,0.01,30,6,30,15,0.0476030707359313,0.0476030707359313,0.0307388342916965,0.0307388342916965
1.0,0.001,30,6,30,15,0.266998827457428,0.266998827457428,0.1883759945631027,0.1883759945631027
1.0,0.0001,30,6,30,15,0.8570719361305237,0.8570719361305237,0.6429648995399475,0.6429648995399475
1.0,2e-05,30,6,30,15,3.62457537651062,3.62457537651062,0.9912751317024232,0.9912751317024232
1.0,5e-05,30,6,30,15,1.3549820184707642,1.3549820184707642,0.862640917301178,0.862640917301178
1.0,1e-06,30,6,30,15,4.0930352210998535,4.0930352210998535,1.0003315210342407,1.0003315210342407
1.0,1e-08,30,6,30,15,4.114843368530273,4.114843368530273,1.00056791305542,1.00056791305542
2.0,0.1,30,6,30,15,0.1545386463403701,0.1545386463403701,0.999657928943634,1.0004907846450806
2.0,0.01,30,6,30,15,0.0476030707359313,0.0476030707359313,0.0328249111771583,0.0328249111771583
2.0,0.001,30,6,30,15,0.266998827457428,0.266998827457428,0.1940785944461822,0.1940785944461822
2.0,0.0001,30,6,30,15,0.8570719361305237,0.8570719361305237,0.6499670147895813,0.6499670147895813
2.0,2e-05,30,6,30,15,3.62457537651062,3.62457537651062,0.991786241531372,0.991786241531372
2.0,5e-05,30,6,30,15,1.3549820184707642,1.3549820184707642,0.8670505881309509,0.8670505881309509
2.0,1e-06,30,6,30,15,4.0930352210998535,4.0930352210998535,1.0003474950790403,1.0003474950790403
2.0,1e-08,30,6,30,15,4.114843368530273,4.114843368530273,1.0005680322647097,1.0005680322647097
4.0,0.1,30,6,30,15,0.1545386463403701,0.1545386463403701,0.9998520612716676,0.9998520612716676
4.0,0.01,30,6,30,15,0.0476030707359313,0.0476030707359313,0.0328249111771583,0.0328249111771583
4.0,0.001,30,6,30,15,0.266998827457428,0.266998827457428,0.1940785944461822,0.1940785944461822
4.0,0.0001,30,6,30,15,0.8570719361305237,0.8570719361305237,0.6499670147895813,0.6499670147895813
4.0,2e-05,30,6,30,15,3.62457537651062,3.62457537651062,0.991786241531372,0.991786241531372
4.0,5e-05,30,6,30,15,1.3549820184707642,1.3549820184707642,0.8670505881309509,0.8670505881309509
4.0,1e-06,30,6,30,15,4.0930352210998535,4.0930352210998535,1.0003474950790403,1.0003474950790403
4.0,1e-08,30,6,30,15,4.114843368530273,4.114843368530273,1.0005680322647097,1.0005680322647097
0.5,0.1,30,6,30,20,0.1545386463403701,0.1545386463403701,0.0647820755839347,0.0647820755839347
0.5,0.01,30,6,30,20,0.0476030707359313,0.0476030707359313,0.0386050306260585,0.0386050306260585
0.5,0.001,30,6,30,20,0.266998827457428,0.266998827457428,0.1806067079305648,0.1806067079305648
0.5,0.0001,30,6,30,20,0.8570719361305237,0.8570719361305237,0.58480304479599,0.58480304479599
0.5,2e-05,30,6,30,20,3.62457537651062,3.62457537651062,0.987420618534088,0.987420618534088
0.5,5e-05,30,6,30,20,1.3549820184707642,1.3549820184707642,0.8382614254951477,0.8382614254951477
0.5,1e-06,30,6,30,20,4.0930352210998535,4.0930352210998535,1.0001875162124634,1.0001875162124634
0.5,1e-08,30,6,30,20,4.114843368530273,4.114843368530273,1.0005662441253662,1.0005662441253662
1.0,0.1,30,6,30,20,0.1545386463403701,0.1545386463403701,0.0571700744330883,0.0571700744330883
